Accession,year,conforms
GSE103285,2017,1
GSE103293,2018,0
GSE103297,2017,1
GSE103299,2017,1
GSE103300,2017,0
GSE103303,2018,0
GSE103305,2017,1
GSE103307,2017,1
GSE103308,2018,1
GSE103309,2017,1
GSE103313,2017,1
GSE103314,2019,1
GSE103316,2019,0
GSE103319,2017,1
GSE103320,2019,0
GSE103322,2017,1
GSE103325,2018,1
GSE103327,2018,1
GSE103329,2018,1
GSE103334,2017,1
GSE103341,2017,1
GSE103343,2017,1
GSE103345,2018,1
GSE103350,2018,1
GSE103354,2018,1
GSE103355,2019,1
GSE103356,2018,0
GSE103359,2018,1
GSE103360,2018,0
GSE103361,2018,1
GSE103362,2017,0
GSE103364,2017,1
GSE103366,2017,0
GSE103369,2019,0
GSE103370,2017,0
GSE103371,2018,0
GSE103372,2018,1
GSE103375,2018,0
GSE103377,2018,0
GSE103383,2018,0
GSE103386,2018,1
GSE103387,2018,0
GSE103390,2017,1
GSE103400,2018,1
GSE103403,2018,0
GSE103404,2019,0
GSE103405,2018,1
GSE103406,2018,1
GSE103409,2017,1
GSE103410,2017,1
GSE103411,2017,0
GSE103415,2018,1
GSE103418,2018,0
GSE103420,2018,1
GSE103421,2018,0
GSE103423,2017,0
GSE103435,2017,0
GSE103437,2018,0
GSE103440,2018,1
GSE103441,2018,1
GSE103442,2018,0
GSE103443,2018,1
GSE103444,2018,1
GSE103447,2018,1
GSE103449,2017,1
GSE103456,2019,1
GSE103457,2018,1
GSE103461,2018,0
GSE103462,2017,1
GSE103463,2017,1
GSE103466,2017,0
GSE103467,2017,0
GSE103468,2018,1
GSE103471,2018,0
GSE103477,2018,1
GSE103480,2017,1
GSE103482,2018,1
GSE103483,2018,0
GSE103486,2018,0
GSE103488,2018,1
GSE103489,2018,1
GSE103490,2018,1
GSE103492,2017,1
GSE103494,2019,0
GSE103495,2019,0
GSE103497,2019,0
GSE103501,2017,1
GSE103506,2018,1
GSE103507,2017,1
GSE103508,2018,0
GSE103509,2019,0
GSE103510,2018,1
GSE103516,2018,0
GSE103518,2018,0
GSE103520,2018,1
GSE103524,2017,1
GSE103525,2017,1
GSE103526,2019,1
GSE103528,2018,1
GSE103531,2018,1
GSE103536,2019,0
GSE103537,2018,1
GSE103538,2017,0
GSE103540,2017,1
GSE103544,2017,0
GSE103545,2017,0
GSE103547,2017,1
GSE103548,2018,1
GSE103549,2018,1
GSE103550,2018,0
GSE103553,2019,1
GSE103557,2018,0
GSE103558,2018,0
GSE103559,2017,0
GSE103561,2018,0
GSE103564,2018,1
GSE103566,2018,1
GSE103567,2017,1
GSE103568,2018,1
GSE103574,2017,0
GSE103577,2019,1
GSE103579,2018,0
GSE103582,2017,0
GSE103583,2017,0
GSE103584,2018,1
GSE103591,2018,0
GSE103593,2017,1
GSE103596,2018,1
GSE103602,2018,1
GSE103604,2018,0
GSE103606,2017,0
GSE103607,2018,1
GSE103613,2018,1
GSE103617,2017,1
GSE103618,2018,1
GSE103620,2018,0
GSE103628,2018,1
GSE103629,2018,1
GSE103630,2017,1
GSE103631,2018,0
GSE103633,2018,0
GSE103637,2018,1
GSE103643,2018,1
GSE103644,2017,1
GSE103645,2018,0
GSE103646,2017,1
GSE103647,2018,1
GSE103650,2017,1
GSE103658,2017,1
GSE103660,2018,1
GSE103662,2017,0
GSE103663,2017,0
GSE103664,2018,1
GSE103666,2018,0
GSE103667,2018,1
GSE103669,2017,0
GSE103670,2018,1
GSE103672,2017,1
GSE103674,2017,0
GSE103683,2019,0
GSE103685,2018,0
GSE103687,2017,1
GSE103688,2017,1
GSE103691,2019,0
GSE103692,2018,1
GSE103698,2018,0
GSE103699,2017,0
GSE103704,2017,1
GSE103706,2018,1
GSE103711,2017,1
GSE103712,2017,1
GSE103713,2017,1
GSE103714,2017,1
GSE103715,2017,1
GSE103718,2019,0
GSE103719,2018,0
GSE103720,2017,1
GSE103722,2017,1
GSE103723,2018,0
GSE103724,2018,0
GSE103725,2017,1
GSE103727,2018,0
GSE103729,2018,1
GSE103730,2018,0
GSE103731,2017,0
GSE103735,2018,0
GSE103736,2017,1
GSE103739,2017,1
GSE103742,2018,1
GSE103747,2017,1
GSE103753,2017,1
GSE103756,2018,1
GSE103759,2018,0
GSE103761,2018,0
GSE103762,2018,0
GSE103763,2017,1
GSE103764,2018,1
GSE103765,2019,0
GSE103771,2018,0
GSE103772,2018,0
GSE103773,2017,1
GSE103776,2018,0
GSE103778,2018,1
GSE103781,2019,1
GSE103782,2019,1
GSE103783,2019,0
GSE103788,2019,1
GSE103789,2018,1
GSE103790,2018,1
GSE103791,2019,0
GSE103792,2019,1
GSE103794,2019,0
GSE103796,2019,1
GSE103798,2019,1
GSE103799,2017,0
GSE103800,2019,0
GSE103811,2018,1
GSE103813,2018,1
GSE103822,2017,0
GSE103825,2018,0
GSE103826,2017,1
GSE103827,2017,0
GSE103830,2019,1
GSE103831,2018,1
GSE103837,2017,0
GSE103839,2017,0
GSE103840,2018,1
GSE103843,2018,0
GSE103844,2017,1
GSE103846,2018,1
GSE103847,2017,1
GSE103849,2017,1
GSE103850,2017,1
GSE103852,2018,1
GSE103863,2018,1
GSE103864,2018,1
GSE103866,2018,0
GSE103867,2018,0
GSE103868,2017,1
GSE103870,2018,1
GSE103871,2018,0
GSE103872,2017,0
GSE103876,2018,1
GSE103878,2018,0
GSE103880,2018,1
GSE103892,2018,1
GSE103893,2018,1
GSE103895,2017,0
GSE103901,2017,1
GSE103903,2017,0
GSE103904,2017,0
GSE103905,2018,1
GSE103907,2018,0
GSE103908,2018,0
GSE103912,2019,0
GSE103913,2018,1
GSE103914,2017,1
GSE103918,2018,1
GSE103919,2018,1
GSE103920,2018,0
GSE103923,2018,0
GSE103924,2018,1
GSE103928,2018,1
GSE103930,2017,1
GSE103932,2017,1
GSE103933,2017,1
GSE103934,2018,1
GSE103937,2018,1
GSE103938,2018,1
GSE103939,2018,1
GSE103940,2018,0
GSE103945,2018,1
GSE103949,2017,1
GSE103952,2019,1
GSE103954,2017,0
GSE103956,2017,1
GSE103957,2018,0
GSE103958,2018,0
GSE103964,2018,0
GSE103967,2018,1
GSE103970,2018,0
GSE103971,2018,1
GSE103976,2017,1
GSE103977,2018,1
GSE103979,2019,1
GSE103980,2019,0
GSE103983,2018,1
GSE103984,2017,0
GSE103986,2018,1
GSE103990,2018,1
GSE103995,2018,0
GSE103997,2017,1
GSE103999,2018,1
GSE104001,2017,1
GSE104004,2018,1
GSE104017,2018,1
GSE104018,2017,1
GSE104019,2017,1
GSE104020,2018,1
GSE104022,2018,1
GSE104028,2018,1
GSE104030,2018,0
GSE104033,2018,0
GSE104034,2019,1
GSE104035,2017,1
GSE104036,2019,1
GSE104043,2019,1
GSE104044,2018,0
GSE104046,2018,0
GSE104047,2019,1
GSE104048,2019,1
GSE104049,2018,0
GSE104050,2018,0
GSE104051,2019,1
GSE104053,2019,0
GSE104054,2017,1
GSE104055,2018,0
GSE104056,2018,0
GSE104057,2018,0
GSE104064,2017,1
GSE104065,2017,1
GSE104069,2018,0
GSE104073,2017,0
GSE104075,2018,1
GSE104078,2017,1
GSE104086,2017,1
GSE104089,2019,0
GSE104090,2018,1
GSE104091,2018,1
GSE104094,2018,1
GSE104095,2018,0
GSE104096,2017,0
GSE104097,2018,0
GSE104100,2017,0
GSE104101,2017,1
GSE104102,2017,0
GSE104103,2018,0
GSE104105,2018,1
GSE104114,2017,0
GSE104116,2019,1
GSE104117,2019,0
GSE104118,2017,0
GSE104120,2018,0
GSE104127,2018,0
GSE104131,2018,1
GSE104138,2017,0
GSE104139,2019,1
GSE104141,2018,1
GSE104145,2019,0
GSE104147,2019,1
GSE104149,2018,0
GSE104152,2018,1
GSE104154,2018,1
GSE104156,2018,1
GSE104157,2018,1
GSE104158,2018,0
GSE104161,2017,1
GSE104163,2017,1
GSE104167,2017,0
GSE104168,2018,1
GSE104171,2019,1
GSE104174,2018,1
GSE104176,2019,1
GSE104177,2017,1
GSE104178,2018,1
GSE104181,2018,1
GSE104182,2018,1
GSE104186,2018,0
GSE104187,2018,1
GSE104188,2017,1
GSE104189,2017,1
GSE104193,2017,1
GSE104198,2017,0
GSE104203,2017,1
GSE104204,2017,0
GSE104205,2017,1
GSE104209,2017,1
GSE104211,2017,0
GSE104213,2017,0
GSE104221,2017,0
GSE104223,2017,1
GSE104227,2018,0
GSE104231,2017,0
GSE104232,2019,1
GSE104234,2018,1
GSE104236,2017,1
GSE104238,2018,1
GSE104243,2018,1
GSE104255,2017,1
GSE104263,2017,0
GSE104264,2018,1
GSE104265,2017,0
GSE104269,2018,1
GSE104276,2018,1
GSE104278,2018,0
GSE104279,2017,0
GSE104280,2017,1
GSE104282,2018,0
GSE104284,2017,1
GSE104285,2018,1
GSE104286,2018,1
GSE104288,2017,1
GSE104290,2017,1
GSE104292,2018,0
GSE104294,2017,0
GSE104295,2018,0
GSE104296,2018,0
GSE104297,2019,1
GSE104300,2017,1
GSE104302,2019,1
GSE104305,2017,1
GSE104306,2018,0
GSE104308,2018,1
GSE104309,2018,0
GSE104310,2017,0
GSE104312,2017,1
GSE104313,2017,0
GSE104319,2018,0
GSE104320,2018,0
GSE104323,2017,1
GSE104324,2018,0
GSE104325,2017,0
GSE104330,2017,1
GSE104331,2017,0
GSE104334,2017,0
GSE104336,2017,1
GSE104340,2018,1
GSE104341,2018,1
GSE104343,2018,0
GSE104348,2017,1
GSE104349,2017,0
GSE104351,2018,0
GSE104354,2018,0
GSE104358,2018,0
GSE104365,2017,1
GSE104366,2018,0
GSE104370,2018,0
GSE104379,2019,1
GSE104380,2017,1
GSE104381,2018,0
GSE104382,2018,1
GSE104385,2019,0
GSE104386,2018,0
GSE104388,2019,1
GSE104389,2018,1
GSE104391,2018,1
GSE104395,2018,0
GSE104396,2017,0
GSE104400,2018,0
GSE104402,2018,0
GSE104406,2019,1
GSE104408,2019,0
GSE104409,2018,1
GSE104414,2018,1
GSE104415,2018,1
GSE104420,2017,1
GSE104422,2017,1
GSE104423,2018,0
GSE104424,2017,0
GSE104425,2018,1
GSE104427,2018,1
GSE104434,2018,1
GSE104435,2018,0
GSE104443,2017,1
GSE104447,2018,1
GSE104453,2017,1
GSE104454,2017,0
GSE104455,2018,0
GSE104458,2018,0
GSE104459,2018,1
GSE104460,2018,0
GSE104461,2017,0
GSE104462,2019,1
GSE104463,2017,1
GSE104465,2018,1
GSE104473,2018,1
GSE104474,2018,0
GSE104476,2018,1
GSE104478,2017,1
GSE104480,2018,0
GSE104483,2018,1
GSE104487,2018,1
GSE104490,2018,0
GSE104496,2019,1
GSE104497,2019,1
GSE104500,2017,1
GSE104501,2017,1
GSE104502,2017,0
GSE104503,2019,1
GSE104504,2017,1
GSE104505,2017,0
GSE104506,2018,1
GSE104507,2017,1
GSE104508,2017,1
GSE104511,2018,1
GSE104513,2017,1
GSE104515,2018,1
GSE104517,2017,0
GSE104518,2018,1
GSE104519,2017,0
GSE104521,2019,0
GSE104522,2017,0
GSE104524,2018,1
GSE104525,2017,1
GSE104526,2019,1
GSE104527,2017,1
GSE104530,2018,1
GSE104535,2019,0
GSE104537,2017,1
GSE104541,2019,0
GSE104542,2018,0
GSE104545,2018,0
GSE104546,2018,0
GSE104547,2018,0
GSE104551,2018,0
GSE104552,2018,1
GSE104555,2017,1
GSE104556,2018,1
GSE104559,2018,0
GSE104560,2017,1
GSE104570,2018,0
GSE104573,2018,1
GSE104579,2017,0
GSE104581,2018,1
GSE104583,2017,0
GSE104589,2019,0
GSE104590,2018,1
GSE104591,2018,0
GSE104592,2017,1
GSE104594,2018,1
GSE104596,2018,0
GSE104599,2018,1
GSE104600,2017,1
GSE104602,2018,1
GSE104604,2018,1
GSE104606,2017,0
GSE104607,2018,1
GSE104608,2019,1
GSE104609,2018,1
GSE104614,2018,0
GSE104622,2018,0
GSE104623,2018,0
GSE104630,2018,1
GSE104633,2018,1
GSE104639,2018,1
GSE104644,2018,1
GSE104647,2018,1
GSE104648,2018,0
GSE104649,2018,0
GSE104650,2018,0
GSE104651,2017,1
GSE104654,2017,1
GSE104657,2017,1
GSE104658,2017,1
GSE104660,2017,0
GSE104664,2018,1
GSE104666,2018,0
GSE104669,2018,1
GSE104670,2018,0
GSE104672,2018,1
GSE104674,2019,1
GSE104675,2019,0
GSE104678,2017,1
GSE104679,2018,0
GSE104680,2018,0
GSE104681,2018,0
GSE104686,2017,1
GSE104687,2017,1
GSE104688,2018,0
GSE104689,2017,1
GSE104690,2018,1
GSE104692,2018,1
GSE104694,2019,0
GSE104696,2019,0
GSE104698,2019,0
GSE104699,2018,1
GSE104701,2018,0
GSE104704,2018,1
GSE104705,2018,0
GSE104706,2017,1
GSE104708,2018,0
GSE104709,2018,1
GSE104713,2018,1
GSE104714,2017,1
GSE104715,2019,1
GSE104716,2017,0
GSE104721,2018,1
GSE104725,2017,0
GSE104727,2019,0
GSE104729,2018,0
GSE104730,2018,1
GSE104734,2017,0
GSE104736,2017,1
GSE104738,2017,1
GSE104744,2018,1
GSE104748,2018,1
GSE104756,2018,0
GSE104759,2018,0
GSE104761,2018,0
GSE104762,2017,0
GSE104765,2019,1
GSE104766,2017,1
GSE104769,2018,1
GSE104775,2018,0
GSE104777,2017,0
GSE104782,2018,1
GSE104784,2017,0
GSE104785,2018,1
GSE104790,2018,1
GSE104797,2018,1
GSE104802,2018,0
GSE104803,2017,1
GSE104807,2018,1
GSE104810,2018,0
GSE104811,2018,0
GSE104816,2017,0
GSE104817,2019,1
GSE104820,2017,1
GSE104821,2018,1
GSE104823,2018,0
GSE104827,2017,1
GSE104828,2018,0
GSE104830,2019,0
GSE104832,2018,0
GSE104833,2018,0
GSE104834,2018,1
GSE104835,2017,1
GSE104836,2017,1
GSE104837,2018,1
GSE104842,2019,1
GSE104848,2018,0
GSE104850,2018,1
GSE104853,2018,1
GSE104854,2017,1
GSE104855,2017,1
GSE104856,2019,0
GSE104858,2018,1
GSE104860,2019,1
GSE104867,2018,1
GSE104868,2019,1
GSE104869,2018,1
GSE104871,2018,0
GSE104872,2018,1
GSE104873,2017,1
GSE104874,2017,1
GSE104875,2017,1
GSE104876,2017,0
GSE104882,2018,0
GSE104883,2018,0
GSE104887,2019,1
GSE104898,2019,0
GSE104899,2019,0
GSE104900,2018,0
GSE104904,2018,1
GSE104906,2018,1
GSE104907,2018,0
GSE104908,2019,1
GSE104910,2018,1
GSE104911,2019,1
GSE104913,2019,1
GSE104914,2019,1
GSE104915,2019,0
GSE104916,2018,0
GSE104917,2019,1
GSE104918,2019,1
GSE104920,2017,1
GSE104921,2018,0
GSE104924,2019,1
GSE104925,2019,0
GSE104926,2018,1
GSE104928,2018,0
GSE104933,2018,1
GSE104941,2017,0
GSE104943,2017,1
GSE104944,2019,1
GSE104946,2018,0
GSE104950,2018,0
GSE104951,2019,0
GSE104952,2018,1
GSE104953,2017,0
GSE104956,2017,1
GSE104964,2018,1
GSE104966,2018,1
GSE104967,2018,1
GSE104968,2018,0
GSE104969,2017,1
GSE104972,2018,1
GSE104973,2018,1
GSE104974,2018,0
GSE104976,2018,0
GSE104978,2018,1
GSE104982,2019,0
GSE104985,2018,0
GSE104987,2018,0
GSE104988,2018,0
GSE104990,2017,1
GSE104995,2018,1
GSE105003,2018,1
GSE105006,2019,0
GSE105010,2018,1
GSE105016,2018,0
GSE105019,2017,1
GSE105022,2017,1
GSE105023,2018,1
GSE105026,2018,1
GSE105035,2017,1
GSE105036,2017,1
GSE105039,2017,1
GSE105040,2017,0
GSE105041,2018,1
GSE105042,2019,1
GSE105043,2017,1
GSE105044,2018,1
GSE105045,2018,1
GSE105047,2018,0
GSE105051,2017,1
GSE105054,2017,1
GSE105055,2017,0
GSE105056,2018,0
GSE105057,2018,0
GSE105060,2018,1
GSE105064,2017,1
GSE105068,2018,1
GSE105070,2019,1
GSE105072,2019,1
GSE105073,2018,1
GSE105076,2018,0
GSE105082,2018,0
GSE105083,2018,1
GSE105084,2018,0
GSE105085,2019,1
GSE105086,2019,1
GSE105087,2019,0
GSE105088,2018,1
GSE105089,2018,0
GSE105094,2019,1
GSE105110,2018,0
GSE105113,2018,0
GSE105115,2018,0
GSE105127,2018,0
GSE105128,2018,1
GSE105133,2018,1
GSE105135,2018,1
GSE105137,2017,1
GSE105138,2017,1
GSE105142,2017,0
GSE105143,2018,0
GSE105145,2019,1
GSE105147,2019,0
GSE105148,2018,1
GSE105151,2018,1
GSE105152,2018,1
GSE105153,2018,1
GSE105154,2018,0
GSE105155,2018,1
GSE105156,2018,1
GSE105158,2017,1
GSE105159,2017,1
GSE105160,2019,0
GSE105161,2018,0
GSE105166,2017,0
GSE105169,2019,1
GSE105170,2019,1
GSE105171,2019,1
GSE105173,2019,1
GSE105175,2019,0
GSE105187,2019,1
GSE105211,2018,1
GSE105216,2017,1
GSE105223,2018,0
GSE105232,2018,1
GSE105248,2018,1
GSE105253,2018,1
GSE105254,2018,1
GSE105262,2018,0
GSE105264,2018,1
GSE105266,2019,1
GSE105267,2018,1
GSE105399,2019,1
GSE105406,2018,1
GSE105413,2018,0
GSE105414,2018,1
GSE105423,2017,1
GSE105432,2018,0
GSE105436,2018,1
GSE105447,2018,1
GSE105451,2019,1
GSE105452,2019,1
GSE105453,2019,1
GSE105454,2019,0
GSE105455,2017,1
GSE105456,2017,0
GSE105471,2018,0
GSE105486,2018,1
GSE105767,2019,1
GSE105768,2018,1
GSE105769,2017,1
GSE105770,2018,1
GSE105771,2018,1
GSE105773,2018,0
GSE105774,2017,1
GSE105780,2017,1
GSE105781,2018,1
GSE105782,2019,0
GSE105783,2018,1
GSE105786,2019,1
GSE105788,2018,1
GSE105789,2018,1
GSE105790,2018,1
GSE105792,2018,0
GSE105795,2018,0
GSE105796,2018,1
GSE105797,2018,1
GSE105806,2017,1
GSE105808,2017,0
GSE105821,2018,1
GSE105827,2018,0
GSE105884,2019,1
GSE105889,2017,1
GSE105900,2018,0
GSE105906,2018,1
GSE105937,2019,0
GSE105944,2018,1
GSE105951,2019,1
GSE106072,2017,0
GSE106077,2018,0
GSE106083,2017,1
GSE106085,2017,1
GSE106086,2017,0
GSE106092,2017,1
GSE106093,2019,1
GSE106094,2019,0
GSE106095,2019,0
GSE106097,2018,0
GSE106101,2018,1
GSE106102,2017,1
GSE106104,2017,1
GSE106105,2017,1
GSE106107,2018,1
GSE106113,2017,0
GSE106116,2018,1
GSE106117,2017,0
GSE106118,2019,1
GSE106119,2019,1
GSE106120,2017,1
GSE106121,2018,1
GSE106124,2019,0
GSE106127,2017,1
GSE106129,2018,1
GSE106131,2018,1
GSE106133,2018,0
GSE106136,2018,1
GSE106138,2017,1
GSE106139,2017,0
GSE106140,2018,1
GSE106148,2017,1
GSE106150,2018,1
GSE106157,2017,1
GSE106158,2018,0
GSE106159,2018,0
GSE106161,2017,1
GSE106165,2017,1
GSE106166,2018,0
GSE106168,2017,0
GSE106169,2018,1
GSE106170,2017,1
GSE106171,2017,1
GSE106173,2017,1
GSE106174,2018,1
GSE106177,2018,1
GSE106178,2018,1
GSE106180,2018,1
GSE106181,2018,0
GSE106188,2017,1
GSE106192,2017,1
GSE106194,2018,0
GSE106197,2018,0
GSE106201,2019,1
GSE106202,2018,1
GSE106204,2018,0
GSE106205,2018,0
GSE106208,2018,1
GSE106210,2017,1
GSE106213,2018,1
GSE106218,2019,1
GSE106219,2017,1
GSE106220,2018,1
GSE106223,2018,1
GSE106225,2018,0
GSE106226,2018,0
GSE106227,2018,0
GSE106229,2018,1
GSE106230,2019,1
GSE106235,2018,1
GSE106236,2018,1
GSE106237,2018,0
GSE106245,2018,1
GSE106246,2018,1
GSE106247,2018,1
GSE106248,2019,0
GSE106250,2019,0
GSE106254,2018,1
GSE106257,2018,0
GSE106259,2017,1
GSE106261,2018,1
GSE106264,2018,0
GSE106268,2018,0
GSE106269,2018,1
GSE106272,2019,0
GSE106273,2017,1
GSE106275,2017,1
GSE106281,2018,1
GSE106282,2018,1
GSE106283,2018,0
GSE106284,2018,1
GSE106288,2018,1
GSE106289,2017,1
GSE106290,2018,1
GSE106291,2017,1
GSE106292,2018,1
GSE106294,2017,1
GSE106295,2018,1
GSE106297,2018,0
GSE106301,2017,0
GSE106302,2019,1
GSE106303,2017,1
GSE106304,2017,0
GSE106305,2019,1
GSE106308,2018,0
GSE106310,2018,1
GSE106311,2018,0
GSE106312,2019,1
GSE106313,2018,1
GSE106315,2018,0
GSE106320,2017,1
GSE106327,2018,0
GSE106330,2017,1
GSE106332,2018,0
GSE106334,2018,0
GSE106335,2019,1
GSE106336,2017,0
GSE106337,2018,0
GSE106338,2018,0
GSE106339,2019,1
GSE106340,2019,1
GSE106343,2018,0
GSE106344,2018,0
GSE106346,2018,1
GSE106349,2018,1
GSE106359,2018,0
GSE106362,2018,0
GSE106364,2018,1
GSE106365,2017,1
GSE106368,2018,0
GSE106369,2018,1
GSE106371,2018,1
GSE106377,2018,1
GSE106378,2018,0
GSE106380,2019,1
GSE106381,2018,1
GSE106383,2018,1
GSE106384,2018,1
GSE106385,2019,1
GSE106386,2017,0
GSE106387,2017,1
GSE106389,2018,1
GSE106390,2018,1
GSE106391,2017,1
GSE106392,2018,1
GSE106393,2017,1
GSE106394,2018,1
GSE106396,2018,1
GSE106397,2017,1
GSE106406,2018,1
GSE106407,2018,0
GSE106408,2018,0
GSE106412,2019,1
GSE106413,2017,1
GSE106414,2018,1
GSE106416,2018,1
GSE106417,2018,1
GSE106419,2018,0
GSE106420,2018,0
GSE106423,2018,1
GSE106427,2018,1
GSE106429,2018,0
GSE106430,2018,1
GSE106431,2018,0
GSE106436,2017,0
GSE106440,2018,1
GSE106444,2018,0
GSE106445,2018,1
GSE106447,2017,1
GSE106448,2018,1
GSE106450,2017,0
GSE106454,2018,1
GSE106456,2018,0
GSE106457,2018,0
GSE106462,2018,0
GSE106463,2018,0
GSE106464,2018,0
GSE106466,2018,1
GSE106467,2017,1
GSE106471,2017,1
GSE106472,2017,1
GSE106473,2017,0
GSE106474,2018,1
GSE106476,2018,1
GSE106481,2018,1
GSE106484,2017,1
GSE106485,2018,0
GSE106487,2018,1
GSE106488,2018,0
GSE106489,2018,0
GSE106495,2018,1
GSE106500,2018,0
GSE106502,2018,1
GSE106503,2018,1
GSE106506,2018,1
GSE106507,2018,1
GSE106508,2018,0
GSE106509,2018,0
GSE106510,2018,1
GSE106512,2017,1
GSE106514,2019,1
GSE106520,2017,0
GSE106521,2018,1
GSE106526,2018,1
GSE106528,2019,1
GSE106529,2019,1
GSE106530,2019,1
GSE106531,2019,0
GSE106534,2018,1
GSE106536,2018,0
GSE106537,2018,0
GSE106540,2018,1
GSE106541,2018,1
GSE106542,2018,1
GSE106543,2018,1
GSE106544,2018,0
GSE106545,2017,1
GSE106546,2018,1
GSE106550,2017,0
GSE106552,2018,1
GSE106557,2019,0
GSE106558,2017,0
GSE106560,2018,1
GSE106561,2018,0
GSE106564,2018,0
GSE106565,2018,0
GSE106566,2018,0
GSE106567,2018,0
GSE106568,2018,1
GSE106570,2018,0
GSE106573,2018,1
GSE106574,2018,0
GSE106575,2018,1
GSE106577,2018,0
GSE106579,2018,1
GSE106580,2018,0
GSE106586,2017,0
GSE106587,2018,0
GSE106589,2018,1
GSE106591,2018,0
GSE106592,2019,1
GSE106593,2018,0
GSE106594,2018,1
GSE106595,2018,0
GSE106601,2018,1
GSE106605,2017,1
GSE106607,2018,1
GSE106611,2019,1
GSE106612,2018,0
GSE106614,2018,0
GSE106615,2019,1
GSE106617,2018,0
GSE106622,2018,1
GSE106625,2018,1
GSE106626,2018,0
GSE106634,2018,1
GSE106636,2018,1
GSE106637,2018,1
GSE106638,2018,1
GSE106640,2018,0
GSE106647,2018,1
GSE106649,2018,1
GSE106650,2018,0
GSE106652,2018,0
GSE106653,2019,1
GSE106657,2018,0
GSE106663,2017,0
GSE106669,2018,0
GSE106670,2018,0
GSE106674,2017,1
GSE106676,2018,1
GSE106678,2017,0
GSE106681,2017,1
GSE106683,2018,1
GSE106688,2018,1
GSE106690,2018,0
GSE106692,2017,1
GSE106693,2017,1
GSE106694,2017,1
GSE106695,2017,0
GSE106696,2017,1
GSE106697,2018,0
GSE106699,2018,0
GSE106700,2017,0
GSE106703,2017,0
GSE106704,2017,0
GSE106706,2017,0
GSE106707,2018,1
GSE106708,2018,0
GSE106709,2017,1
GSE106711,2018,0
GSE106714,2018,1
GSE106715,2019,0
GSE106719,2018,0
GSE106732,2018,1
GSE106733,2018,0
GSE106735,2018,1
GSE106736,2018,1
GSE106738,2018,1
GSE106740,2018,1
GSE106741,2018,1
GSE106746,2018,1
GSE106747,2018,1
GSE106749,2018,1
GSE106750,2018,0
GSE106754,2019,0
GSE106760,2017,1
GSE106761,2018,1
GSE106762,2018,1
GSE106763,2018,0
GSE106767,2018,0
GSE106768,2018,1
GSE106772,2018,1
GSE106774,2019,1
GSE106777,2019,1
GSE106789,2018,1
GSE106790,2018,0
GSE106793,2018,1
GSE106795,2018,0
GSE106796,2018,0
GSE106797,2018,0
GSE106798,2018,0
GSE106801,2019,0
GSE106802,2019,0
GSE106803,2018,1
GSE106804,2017,1
GSE106805,2018,1
GSE106807,2018,0
GSE106810,2019,1
GSE106811,2017,0
GSE106814,2018,1
GSE106820,2018,0
GSE106821,2018,0
GSE106825,2019,0
GSE106827,2019,0
GSE106830,2019,1
GSE106833,2018,0
GSE106835,2018,0
GSE106836,2018,0
GSE106838,2018,0
GSE106839,2017,1
GSE106843,2018,0
GSE106844,2018,1
GSE106845,2018,1
GSE106847,2017,1
GSE106848,2018,1
GSE106849,2018,1
GSE106851,2018,0
GSE106853,2018,0
GSE106854,2018,0
GSE106857,2018,1
GSE106858,2019,1
GSE106860,2017,1
GSE106861,2018,1
GSE106862,2018,1
GSE106863,2018,0
GSE106864,2018,0
GSE106866,2018,1
GSE106867,2018,1
GSE106871,2019,0
GSE106872,2019,0
GSE106873,2019,0
GSE106874,2018,0
GSE106881,2018,0
GSE106882,2018,1
GSE106884,2018,1
GSE106885,2017,0
GSE106886,2017,1
GSE106887,2018,1
GSE106888,2019,1
GSE106889,2018,1
GSE106895,2017,1
GSE106897,2019,1
GSE106899,2018,1
GSE106901,2018,1
GSE106903,2018,0
GSE106909,2019,0
GSE106910,2018,1
GSE106913,2017,1
GSE106915,2018,0
GSE106917,2017,1
GSE106925,2018,0
GSE106926,2019,1
GSE106927,2018,1
GSE106928,2019,1
GSE106929,2018,1
GSE106930,2018,1
GSE106933,2019,0
GSE106934,2018,1
GSE106938,2018,0
GSE106943,2018,0
GSE106944,2018,0
GSE106947,2018,1
GSE106954,2017,1
GSE106956,2019,0
GSE106960,2018,0
GSE106962,2018,0
GSE106968,2019,0
GSE106969,2018,1
GSE106970,2019,1
GSE106972,2019,0
GSE106973,2018,1
GSE106975,2018,1
GSE106976,2018,0
GSE106978,2018,1
GSE106979,2018,0
GSE106983,2017,1
GSE106984,2017,1
GSE106985,2017,1
GSE106987,2018,0
GSE106989,2018,1
GSE106991,2018,1
GSE106993,2018,1
GSE106994,2018,0
GSE106999,2019,1
GSE107000,2018,1
GSE107001,2018,1
GSE107003,2018,1
GSE107004,2018,1
GSE107006,2017,1
GSE107007,2018,0
GSE107010,2018,1
GSE107011,2019,1
GSE107014,2018,1
GSE107016,2018,0
GSE107018,2019,1
GSE107019,2019,0
GSE107020,2018,1
GSE107023,2018,0
GSE107025,2018,1
GSE107029,2018,1
GSE107030,2017,1
GSE107033,2018,0
GSE107035,2017,0
GSE107045,2019,1
GSE107047,2018,1
GSE107048,2018,1
GSE107049,2019,1
GSE107050,2018,1
GSE107052,2018,1
GSE107053,2018,1
GSE107060,2018,0
GSE107064,2018,1
GSE107068,2018,1
GSE107071,2018,1
GSE107073,2018,0
GSE107084,2019,1
